WarehouseID,WarehouseCity,ProductID,StockQuantity,ReservedQuantity,AvailableQuantity,ReorderLevel,RestockQuantity,LastRestockDate,InventoryStatus
W003,Dallas,P07177,172,6,143,20,100,2026-05-16,In Stock
W005,London,P07178,1179,18,1143,50,250,2026-05-17,In Stock
W008,Sydney,P07179,591,5,551,30,150,2026-04-19,In Stock
W005,London,P07180,367,24,352,50,250,2026-04-25,In Stock
W002,Chicago,P07181,751,10,712,20,100,2026-06-14,In Stock
W002,Chicago,P07182,835,31,796,50,250,2026-06-06,In Stock
W005,London,P07183,793,11,756,50,250,2026-04-13,In Stock
W008,Sydney,P07184,355,28,342,50,250,2026-05-18,In Stock
W004,Los Angeles,P07185,1081,23,1045,75,375,2026-03-17,In Stock
W002,Chicago,P07186,737,0,734,30,150,2026-04-30,In Stock
W006,Berlin,P07187,244,23,240,50,250,2026-03-18,In Stock
W004,Los Angeles,P07188,569,36,558,75,375,2026-03-03,In Stock
W004,Los Angeles,P07189,99,29,64,50,250,2026-06-07,In Stock
W005,London,P07190,664,4,663,30,150,2026-03-28,In Stock
W002,Chicago,P07191,287,25,268,50,250,2026-03-05,In Stock
W004,Los Angeles,P07192,979,40,955,100,500,2026-02-28,In Stock
W003,Dallas,P07193,631,3,591,30,150,2026-06-19,In Stock
W005,London,P07194,851,27,825,20,100,2026-03-26,In Stock
W007,Milan,P07195,233,24,195,20,100,2026-04-09,In Stock
W007,Milan,P07196,496,19,458,75,375,2026-06-15,In Stock
W003,Dallas,P07197,130,31,92,100,500,2026-03-31,In Stock
W001,New York,P07198,790,0,763,50,250,2026-06-19,In Stock
W005,London,P07199,896,22,859,20,100,2026-06-27,In Stock
W002,Chicago,P07200,220,20,220,30,150,2026-06-11,In Stock
W004,Los Angeles,P07201,166,2,166,75,375,2026-03-04,In Stock
W005,London,P07202,107,30,97,30,150,2026-04-18,In Stock
W007,Milan,P07203,1047,40,1039,30,150,2026-06-14,In Stock
W003,Dallas,P07204,123,25,118,100,500,2026-05-26,In Stock
W005,London,P07205,288,2,259,50,250,2026-04-10,In Stock
W007,Milan,P07206,779,38,739,100,500,2026-03-24,In Stock
W008,Sydney,P07207,1034,10,1032,50,250,2026-03-01,In Stock
W001,New York,P07208,138,5,121,50,250,2026-03-13,In Stock
W005,London,P07209,279,25,279,50,250,2026-04-07,In Stock
W008,Sydney,P07210,456,10,441,75,375,2026-03-30,In Stock
W007,Milan,P07211,138,37,115,50,250,2026-06-07,In Stock
W006,Berlin,P07212,559,20,529,75,375,2026-03-31,In Stock
W007,Milan,P07213,436,38,404,75,375,2026-06-07,In Stock
W004,Los Angeles,P07214,58,20,27,50,250,2026-04-28,In Stock
W008,Sydney,P07215,1094,24,1066,30,150,2026-05-04,In Stock
W001,New York,P07216,960,40,954,50,250,2026-06-23,In Stock
W006,Berlin,P07217,447,17,413,100,500,2026-06-15,In Stock
W006,Berlin,P07218,9,3,0,50,250,2026-06-21,Low Stock
W004,Los Angeles,P07219,698,1,690,75,375,2026-04-22,In Stock
W006,Berlin,P07220,1129,39,1089,75,375,2026-05-10,In Stock
W007,Milan,P07221,30,13,17,100,500,2026-05-14,Low Stock
W005,London,P07222,958,1,927,75,375,2026-05-18,In Stock
W002,Chicago,P07223,351,3,346,20,100,2026-04-25,In Stock
W005,London,P07224,265,10,257,75,375,2026-05-11,In Stock
W005,London,P07225,585,33,584,20,100,2026-03-08,In Stock
W003,Dallas,P07226,568,37,550,50,250,2026-06-21,In Stock
W006,Berlin,P07227,479,25,456,50,250,2026-05-29,In Stock
W006,Berlin,P07228,322,15,292,50,250,2026-03-22,In Stock
W008,Sydney,P07229,677,28,651,20,100,2026-03-03,In Stock
W006,Berlin,P07230,660,14,629,75,375,2026-03-08,In Stock
W005,London,P07231,1147,9,1126,50,250,2026-06-19,In Stock
W003,Dallas,P07232,349,35,331,50,250,2026-05-06,In Stock
W008,Sydney,P07233,105,31,85,20,100,2026-03-22,In Stock
W003,Dallas,P07234,323,37,283,75,375,2026-03-04,In Stock
W003,Dallas,P07235,560,27,540,100,500,2026-03-08,In Stock
W003,Dallas,P07236,428,25,397,100,500,2026-05-27,In Stock
W001,New York,P07237,291,14,258,20,100,2026-05-16,In Stock
W005,London,P07238,77,0,74,75,375,2026-04-18,In Stock
W005,London,P07239,183,36,178,50,250,2026-02-28,In Stock
W003,Dallas,P07240,579,26,543,30,150,2026-03-26,In Stock
W006,Berlin,P07241,962,14,928,50,250,2026-05-16,In Stock
W002,Chicago,P07242,413,30,389,100,500,2026-03-30,In Stock
W004,Los Angeles,P07243,683,39,665,30,150,2026-05-06,In Stock
W002,Chicago,P07244,639,27,629,30,150,2026-06-26,In Stock
W005,London,P07245,121,22,112,100,500,2026-06-26,In Stock
W007,Milan,P07246,503,16,477,30,150,2026-06-19,In Stock
W002,Chicago,P07247,1079,31,1046,100,500,2026-04-26,In Stock
W004,Los Angeles,P07248,919,33,908,30,150,2026-04-06,In Stock
W007,Milan,P07249,715,12,702,100,500,2026-04-01,In Stock
W001,New York,P07250,587,39,583,20,100,2026-04-28,In Stock
W002,Chicago,P07251,787,15,775,20,100,2026-03-14,In Stock
W004,Los Angeles,P07252,125,23,107,100,500,2026-05-23,In Stock
W002,Chicago,P07253,1083,15,1057,50,250,2026-04-06,In Stock
W007,Milan,P07254,111,1,71,30,150,2026-04-12,In Stock
W004,Los Angeles,P07255,178,30,143,30,150,2026-04-20,In Stock
W001,New York,P07256,324,2,287,20,100,2026-05-29,In Stock
W007,Milan,P07257,994,31,965,75,375,2026-03-20,In Stock
W008,Sydney,P07258,931,26,910,30,150,2026-03-23,In Stock
W008,Sydney,P07259,773,22,751,50,250,2026-05-21,In Stock
W006,Berlin,P07260,119,16,87,30,150,2026-06-14,In Stock
W006,Berlin,P07261,512,22,505,30,150,2026-06-15,In Stock
W001,New York,P07262,286,39,273,75,375,2026-04-16,In Stock
W006,Berlin,P07263,760,15,757,30,150,2026-04-21,In Stock
W003,Dallas,P07264,393,12,388,30,150,2026-06-02,In Stock
W006,Berlin,P07265,143,33,123,50,250,2026-05-16,In Stock
W001,New York,P07266,951,9,927,20,100,2026-05-27,In Stock
W001,New York,P07267,885,27,885,30,150,2026-05-10,In Stock
W008,Sydney,P07268,576,20,536,20,100,2026-06-13,In Stock
W005,London,P07269,626,30,599,100,500,2026-06-08,In Stock
W002,Chicago,P07270,860,35,845,50,250,2026-03-26,In Stock
W005,London,P07271,278,37,249,75,375,2026-05-28,In Stock
W001,New York,P07272,356,18,353,100,500,2026-05-04,In Stock
W006,Berlin,P07273,978,22,968,30,150,2026-04-04,In Stock
W001,New York,P07274,322,23,290,30,150,2026-04-10,In Stock
W004,Los Angeles,P07275,929,7,919,75,375,2026-05-12,In Stock
W003,Dallas,P07276,1099,33,1064,50,250,2026-04-12,In Stock
W002,Chicago,P07277,614,22,609,100,500,2026-05-10,In Stock
W006,Berlin,P07278,1192,37,1175,20,100,2026-05-19,In Stock
W007,Milan,P07279,600,27,584,50,250,2026-03-22,In Stock
W006,Berlin,P07280,295,37,295,30,150,2026-06-25,In Stock
W005,London,P07281,148,10,129,50,250,2026-03-09,In Stock
W003,Dallas,P07282,1077,31,1043,75,375,2026-05-13,In Stock
W006,Berlin,P07283,523,0,519,75,375,2026-04-25,In Stock
W008,Sydney,P07284,999,22,997,100,500,2026-06-13,In Stock
W005,London,P07285,769,2,730,75,375,2026-04-03,In Stock
W004,Los Angeles,P07286,867,9,846,75,375,2026-03-05,In Stock
W001,New York,P07287,262,1,259,100,500,2026-03-18,In Stock
W005,London,P07288,157,30,155,75,375,2026-03-14,In Stock
W008,Sydney,P07289,494,27,492,50,250,2026-04-03,In Stock
W004,Los Angeles,P07290,216,6,202,75,375,2026-04-05,In Stock
W005,London,P07291,25,18,0,75,375,2026-06-12,Low Stock
W002,Chicago,P07292,789,22,759,50,250,2026-05-18,In Stock
W003,Dallas,P07293,999,18,988,50,250,2026-03-29,In Stock
W004,Los Angeles,P07294,257,25,226,100,500,2026-04-02,In Stock
W006,Berlin,P07295,184,3,157,50,250,2026-03-04,In Stock
W007,Milan,P07296,1067,4,1045,100,500,2026-05-14,In Stock
W008,Sydney,P07297,224,23,198,50,250,2026-04-03,In Stock
W007,Milan,P07298,165,26,130,75,375,2026-04-15,In Stock
W005,London,P07299,88,15,62,100,500,2026-03-01,Low Stock
W004,Los Angeles,P07300,794,26,754,50,250,2026-06-27,In Stock
W006,Berlin,P07301,1164,20,1157,50,250,2026-03-31,In Stock
W007,Milan,P07302,238,14,225,20,100,2026-04-14,In Stock
W006,Berlin,P07303,850,11,842,30,150,2026-05-26,In Stock
W006,Berlin,P07304,152,9,129,100,500,2026-05-09,In Stock
W007,Milan,P07305,137,8,132,100,500,2026-06-10,In Stock
W007,Milan,P07306,1162,19,1127,75,375,2026-03-13,In Stock
W007,Milan,P07307,1187,35,1168,75,375,2026-04-22,In Stock
W008,Sydney,P07308,1169,40,1131,100,500,2026-05-07,In Stock
W004,Los Angeles,P07309,174,27,160,100,500,2026-06-21,In Stock
W006,Berlin,P07310,331,40,328,75,375,2026-05-26,In Stock
W004,Los Angeles,P07311,796,11,785,100,500,2026-03-23,In Stock
W006,Berlin,P07312,1153,27,1137,20,100,2026-06-11,In Stock
W004,Los Angeles,P07313,8,2,0,20,100,2026-05-23,Low Stock
W007,Milan,P07314,1200,7,1169,20,100,2026-05-10,In Stock
W004,Los Angeles,P07315,221,5,185,100,500,2026-03-15,In Stock
W007,Milan,P07316,499,1,466,75,375,2026-05-13,In Stock
W006,Berlin,P07317,463,0,437,75,375,2026-03-20,In Stock
W003,Dallas,P07318,355,0,329,30,150,2026-06-04,In Stock
W006,Berlin,P07319,854,13,832,75,375,2026-04-27,In Stock
W008,Sydney,P07320,765,39,747,75,375,2026-06-07,In Stock
W005,London,P07321,132,19,132,20,100,2026-03-13,In Stock
W001,New York,P07322,444,30,431,30,150,2026-06-26,In Stock
W004,Los Angeles,P07323,261,33,250,50,250,2026-03-30,In Stock
W008,Sydney,P07324,623,13,603,75,375,2026-06-12,In Stock
W004,Los Angeles,P07325,699,5,692,75,375,2026-04-18,In Stock
W003,Dallas,P07326,26,26,0,30,150,2026-06-28,Low Stock
W007,Milan,P07327,1193,32,1167,50,250,2026-06-11,In Stock
W002,Chicago,P07328,1151,12,1147,50,250,2026-03-30,In Stock
W002,Chicago,P07329,192,32,187,30,150,2026-04-30,In Stock
W008,Sydney,P07330,61,40,36,30,150,2026-05-05,In Stock
W007,Milan,P07331,805,25,766,30,150,2026-05-21,In Stock
W008,Sydney,P07332,358,4,343,100,500,2026-06-08,In Stock
W007,Milan,P07333,668,32,651,100,500,2026-05-16,In Stock
W001,New York,P07334,394,31,355,30,150,2026-06-22,In Stock
W003,Dallas,P07335,569,14,538,20,100,2026-05-13,In Stock
W004,Los Angeles,P07336,706,6,694,30,150,2026-06-09,In Stock
W005,London,P07337,702,28,681,30,150,2026-05-06,In Stock
W008,Sydney,P07338,200,40,179,100,500,2026-06-22,In Stock
W004,Los Angeles,P07339,111,25,79,50,250,2026-05-01,In Stock
W001,New York,P07340,934,8,909,20,100,2026-05-17,In Stock
W003,Dallas,P07341,581,18,547,100,500,2026-04-12,In Stock
W002,Chicago,P07342,1025,10,987,50,250,2026-04-25,In Stock
W004,Los Angeles,P07343,1039,10,1039,100,500,2026-03-04,In Stock
W002,Chicago,P07344,671,17,634,20,100,2026-04-30,In Stock
W008,Sydney,P07345,1017,17,981,75,375,2026-06-17,In Stock
W004,Los Angeles,P07346,819,26,797,20,100,2026-05-03,In Stock
W007,Milan,P07347,709,32,699,30,150,2026-06-11,In Stock
W007,Milan,P07348,222,20,205,100,500,2026-03-30,In Stock
W001,New York,P07349,268,19,233,100,500,2026-03-11,In Stock
W005,London,P07350,1188,12,1172,50,250,2026-03-26,In Stock
W006,Berlin,P07351,938,26,913,75,375,2026-06-19,In Stock
W004,Los Angeles,P07352,1110,27,1089,100,500,2026-04-09,In Stock
W006,Berlin,P07353,33,5,10,20,100,2026-04-13,In Stock
W006,Berlin,P07354,819,32,807,75,375,2026-06-10,In Stock
W004,Los Angeles,P07355,1155,37,1143,50,250,2026-05-10,In Stock
W001,New York,P07356,239,18,234,100,500,2026-06-09,In Stock
W008,Sydney,P07357,62,24,56,75,375,2026-04-18,Low Stock
W006,Berlin,P07358,470,2,437,75,375,2026-04-26,In Stock
W001,New York,P07359,897,0,889,30,150,2026-06-25,In Stock
W004,Los Angeles,P07360,439,35,433,100,500,2026-02-28,In Stock
W002,Chicago,P07361,323,36,284,20,100,2026-05-05,In Stock
W007,Milan,P07362,976,14,948,75,375,2026-06-08,In Stock
W001,New York,P07363,408,14,390,75,375,2026-03-21,In Stock
W005,London,P07364,1030,24,1007,30,150,2026-05-06,In Stock
W008,Sydney,P07365,1,0,0,75,375,2026-04-09,Low Stock
W001,New York,P07366,711,20,680,75,375,2026-03-17,In Stock
W005,London,P07367,396,26,365,100,500,2026-04-28,In Stock
W001,New York,P07368,650,25,622,50,250,2026-06-03,In Stock
W004,Los Angeles,P07369,155,16,117,75,375,2026-06-28,In Stock
W006,Berlin,P07370,554,35,520,75,375,2026-04-26,In Stock
W004,Los Angeles,P07371,102,33,70,50,250,2026-05-05,In Stock
W002,Chicago,P07372,119,21,106,30,150,2026-06-16,In Stock
W003,Dallas,P07373,360,26,352,75,375,2026-05-19,In Stock
W005,London,P07374,1014,3,1012,100,500,2026-04-17,In Stock
W006,Berlin,P07375,1056,19,1056,20,100,2026-03-12,In Stock
W002,Chicago,P07376,601,7,581,75,375,2026-04-12,In Stock
W008,Sydney,P07377,26,0,22,20,100,2026-03-03,In Stock
W001,New York,P07378,71,13,38,75,375,2026-04-25,Low Stock
W006,Berlin,P07379,527,28,513,75,375,2026-04-09,In Stock
W005,London,P07380,1016,15,991,50,250,2026-03-24,In Stock
W004,Los Angeles,P07381,1175,35,1137,20,100,2026-05-24,In Stock
W002,Chicago,P07382,431,36,398,20,100,2026-05-19,In Stock
W007,Milan,P07383,1019,33,1005,20,100,2026-06-10,In Stock
W002,Chicago,P07384,411,22,393,20,100,2026-06-12,In Stock
W005,London,P07385,358,40,354,50,250,2026-06-15,In Stock
W002,Chicago,P07386,1193,12,1171,20,100,2026-04-13,In Stock
W005,London,P07387,29,9,19,100,500,2026-04-05,Low Stock
W005,London,P07388,129,20,93,30,150,2026-05-02,In Stock
W001,New York,P07389,467,15,432,30,150,2026-04-20,In Stock
W008,Sydney,P07390,857,24,830,75,375,2026-06-24,In Stock
W007,Milan,P07391,338,36,318,100,500,2026-03-06,In Stock
W002,Chicago,P07392,413,1,400,50,250,2026-04-17,In Stock
W008,Sydney,P07393,1126,34,1097,30,150,2026-05-23,In Stock
W005,London,P07394,398,33,392,20,100,2026-04-24,In Stock
W004,Los Angeles,P07395,834,10,798,30,150,2026-04-04,In Stock
W004,Los Angeles,P07396,916,11,892,20,100,2026-03-24,In Stock
W007,Milan,P07397,496,10,496,100,500,2026-04-29,In Stock
W002,Chicago,P07398,713,35,708,50,250,2026-04-19,In Stock
W006,Berlin,P07399,240,14,234,30,150,2026-06-19,In Stock
W008,Sydney,P07400,1043,3,1022,75,375,2026-05-03,In Stock
W008,Sydney,P07401,831,31,827,75,375,2026-04-14,In Stock
W003,Dallas,P07402,1144,38,1136,100,500,2026-03-23,In Stock
W001,New York,P07403,466,9,433,20,100,2026-05-03,In Stock
W006,Berlin,P07404,896,2,874,50,250,2026-04-25,In Stock
W003,Dallas,P07405,487,13,461,20,100,2026-06-27,In Stock
W007,Milan,P07406,896,33,866,75,375,2026-06-14,In Stock
W003,Dallas,P07407,545,30,534,100,500,2026-05-11,In Stock
W006,Berlin,P07408,699,4,687,75,375,2026-03-02,In Stock
W007,Milan,P07409,577,26,547,100,500,2026-05-26,In Stock
W006,Berlin,P07410,194,20,180,50,250,2026-05-02,In Stock
W006,Berlin,P07411,363,28,344,50,250,2026-03-17,In Stock
W005,London,P07412,1061,9,1041,100,500,2026-06-11,In Stock
W007,Milan,P07413,1174,7,1141,20,100,2026-05-13,In Stock
W002,Chicago,P07414,210,20,183,20,100,2026-04-29,In Stock
W004,Los Angeles,P07415,475,22,471,100,500,2026-05-19,In Stock
W008,Sydney,P07416,876,26,845,50,250,2026-06-24,In Stock
W006,Berlin,P07417,123,34,123,75,375,2026-04-12,In Stock
W004,Los Angeles,P07418,1032,4,995,30,150,2026-05-31,In Stock
W005,London,P07419,888,3,877,50,250,2026-03-23,In Stock
W008,Sydney,P07420,655,27,652,100,500,2026-05-28,In Stock
W005,London,P07421,704,12,689,75,375,2026-03-11,In Stock
W004,Los Angeles,P07422,1106,9,1091,100,500,2026-05-21,In Stock
W006,Berlin,P07423,283,20,255,50,250,2026-06-22,In Stock
W006,Berlin,P07424,157,21,127,50,250,2026-03-11,In Stock
W003,Dallas,P07425,824,34,790,30,150,2026-06-28,In Stock
W004,Los Angeles,P07426,340,9,311,50,250,2026-06-17,In Stock
W007,Milan,P07427,225,24,215,100,500,2026-03-29,In Stock
W007,Milan,P07428,1187,16,1157,75,375,2026-05-06,In Stock
W003,Dallas,P07429,441,1,428,75,375,2026-04-02,In Stock
W006,Berlin,P07430,571,35,543,75,375,2026-03-24,In Stock
W003,Dallas,P07431,846,6,810,100,500,2026-03-09,In Stock
W004,Los Angeles,P07432,251,9,240,100,500,2026-03-28,In Stock
W005,London,P07433,184,14,176,30,150,2026-04-24,In Stock
W001,New York,P07434,802,22,787,30,150,2026-04-02,In Stock
W005,London,P07435,194,23,177,100,500,2026-05-16,In Stock
W006,Berlin,P07436,569,34,530,20,100,2026-06-07,In Stock
W006,Berlin,P07437,1103,15,1098,100,500,2026-05-26,In Stock
W001,New York,P07438,104,22,79,30,150,2026-05-31,In Stock
W001,New York,P07439,415,32,406,30,150,2026-05-04,In Stock
W008,Sydney,P07440,390,19,351,50,250,2026-06-27,In Stock
W005,London,P07441,914,34,890,100,500,2026-05-13,In Stock
W008,Sydney,P07442,205,32,168,75,375,2026-03-29,In Stock
W007,Milan,P07443,285,12,276,20,100,2026-03-21,In Stock
W006,Berlin,P07444,122,26,111,100,500,2026-03-12,In Stock
W007,Milan,P07445,1098,24,1080,50,250,2026-04-09,In Stock
W004,Los Angeles,P07446,610,24,607,75,375,2026-04-02,In Stock
W003,Dallas,P07447,431,36,421,20,100,2026-03-12,In Stock
W006,Berlin,P07448,1114,11,1081,75,375,2026-04-13,In Stock
W005,London,P07449,809,13,784,75,375,2026-06-02,In Stock
W002,Chicago,P07450,812,15,811,30,150,2026-03-11,In Stock
W005,London,P07451,793,6,763,20,100,2026-06-08,In Stock
W007,Milan,P07452,311,0,296,100,500,2026-02-28,In Stock
W004,Los Angeles,P07453,829,38,826,50,250,2026-04-24,In Stock
W005,London,P07454,1023,36,1018,50,250,2026-04-09,In Stock
W002,Chicago,P07455,887,16,873,30,150,2026-03-11,In Stock
W001,New York,P07456,468,3,462,20,100,2026-05-10,In Stock
W007,Milan,P07457,481,27,470,75,375,2026-03-24,In Stock
W003,Dallas,P07458,1073,23,1053,50,250,2026-05-20,In Stock
W002,Chicago,P07459,594,34,554,20,100,2026-05-17,In Stock
W008,Sydney,P07460,774,10,738,30,150,2026-05-14,In Stock
W002,Chicago,P07461,213,32,194,20,100,2026-04-22,In Stock
W007,Milan,P07462,163,24,137,20,100,2026-03-25,In Stock
W001,New York,P07463,123,24,123,30,150,2026-05-22,In Stock
W007,Milan,P07464,36,28,20,20,100,2026-04-11,In Stock
W006,Berlin,P07465,408,40,369,100,500,2026-06-15,In Stock
W007,Milan,P07466,274,17,270,50,250,2026-06-25,In Stock
W007,Milan,P07467,796,34,762,75,375,2026-05-23,In Stock
W006,Berlin,P07468,963,9,959,30,150,2026-05-04,In Stock
W006,Berlin,P07469,114,17,105,30,150,2026-03-06,In Stock
W004,Los Angeles,P07470,1074,12,1052,100,500,2026-05-25,In Stock
W005,London,P07471,28,2,24,75,375,2026-04-07,Low Stock
W001,New York,P07472,950,39,917,30,150,2026-05-12,In Stock
W001,New York,P07473,345,1,323,30,150,2026-04-08,In Stock
W001,New York,P07474,871,28,865,75,375,2026-05-27,In Stock
W006,Berlin,P07475,479,12,472,30,150,2026-04-26,In Stock
W002,Chicago,P07476,521,36,501,75,375,2026-05-14,In Stock
W005,London,P07477,135,36,100,30,150,2026-04-01,In Stock
W003,Dallas,P07478,599,11,589,100,500,2026-06-28,In Stock
W003,Dallas,P07479,1039,4,1017,100,500,2026-03-20,In Stock
W003,Dallas,P07480,97,37,75,100,500,2026-06-11,Low Stock
W002,Chicago,P07481,902,35,902,75,375,2026-06-13,In Stock
W003,Dallas,P07482,854,27,844,100,500,2026-05-17,In Stock
W001,New York,P07483,670,30,656,20,100,2026-03-29,In Stock
W003,Dallas,P07484,570,4,556,100,500,2026-03-07,In Stock
W005,London,P07485,488,15,478,20,100,2026-05-13,In Stock
W001,New York,P07486,344,16,306,75,375,2026-05-09,In Stock
W003,Dallas,P07487,490,14,458,100,500,2026-05-23,In Stock
W005,London,P07488,96,30,71,30,150,2026-05-14,In Stock
W005,London,P07489,431,37,394,100,500,2026-05-25,In Stock
W003,Dallas,P07490,1151,33,1150,50,250,2026-06-04,In Stock
W004,Los Angeles,P07491,53,26,13,100,500,2026-05-27,Low Stock
W002,Chicago,P07492,588,26,573,100,500,2026-03-14,In Stock
W003,Dallas,P07493,95,20,94,100,500,2026-05-17,Low Stock
W001,New York,P07494,557,31,551,100,500,2026-05-17,In Stock
W001,New York,P07495,645,35,637,20,100,2026-03-04,In Stock
W004,Los Angeles,P07496,955,10,949,75,375,2026-06-21,In Stock
W001,New York,P07497,989,18,973,50,250,2026-04-29,In Stock
W004,Los Angeles,P07498,1163,4,1133,20,100,2026-06-13,In Stock
W008,Sydney,P07499,514,1,502,20,100,2026-03-30,In Stock
W005,London,P07500,730,33,698,75,375,2026-04-01,In Stock
W005,London,P07501,1085,21,1054,75,375,2026-03-24,In Stock
W004,Los Angeles,P07502,980,17,942,50,250,2026-05-11,In Stock
W007,Milan,P07503,772,28,764,20,100,2026-05-31,In Stock
W007,Milan,P07504,775,18,745,20,100,2026-05-26,In Stock
W002,Chicago,P07505,303,35,297,20,100,2026-04-20,In Stock
W001,New York,P07506,395,33,357,75,375,2026-06-02,In Stock
W003,Dallas,P07507,728,34,691,30,150,2026-04-09,In Stock
W005,London,P07508,9,3,0,50,250,2026-05-28,Low Stock
W006,Berlin,P07509,239,1,231,75,375,2026-05-09,In Stock
W006,Berlin,P07510,989,23,981,75,375,2026-04-01,In Stock
W007,Milan,P07511,857,18,822,100,500,2026-03-01,In Stock
W001,New York,P07512,444,27,432,20,100,2026-05-08,In Stock
W008,Sydney,P07513,1071,29,1051,20,100,2026-06-09,In Stock
W005,London,P07514,1133,15,1112,20,100,2026-05-28,In Stock
W008,Sydney,P07515,789,10,750,50,250,2026-03-14,In Stock
W004,Los Angeles,P07516,450,13,411,20,100,2026-03-23,In Stock
W006,Berlin,P07517,492,23,484,100,500,2026-03-26,In Stock
W007,Milan,P07518,85,34,63,100,500,2026-06-04,Low Stock
W003,Dallas,P07519,1144,15,1126,75,375,2026-03-30,In Stock
W001,New York,P07520,190,16,151,20,100,2026-03-17,In Stock
W008,Sydney,P07521,623,21,606,75,375,2026-03-27,In Stock
W008,Sydney,P07522,413,29,411,75,375,2026-05-24,In Stock
W001,New York,P07523,1179,29,1145,75,375,2026-06-20,In Stock
W005,London,P07524,746,21,710,75,375,2026-04-28,In Stock
W008,Sydney,P07525,477,24,471,100,500,2026-03-21,In Stock
W001,New York,P07526,410,1,389,50,250,2026-04-29,In Stock
W004,Los Angeles,P07527,822,37,816,100,500,2026-03-02,In Stock
W001,New York,P07528,1062,18,1055,20,100,2026-03-30,In Stock
W008,Sydney,P07529,642,39,602,75,375,2026-05-24,In Stock
W004,Los Angeles,P07530,64,10,58,75,375,2026-03-06,Low Stock
W008,Sydney,P07531,929,27,893,20,100,2026-04-14,In Stock
W002,Chicago,P07532,792,32,763,50,250,2026-06-05,In Stock
W004,Los Angeles,P07533,840,19,836,30,150,2026-06-13,In Stock
W001,New York,P07534,540,21,512,100,500,2026-04-18,In Stock
W007,Milan,P07535,920,9,896,20,100,2026-05-18,In Stock
W008,Sydney,P07536,327,4,292,100,500,2026-06-10,In Stock
W002,Chicago,P07537,340,35,301,75,375,2026-04-07,In Stock
W006,Berlin,P07538,337,36,300,50,250,2026-06-20,In Stock
W007,Milan,P07539,52,18,46,100,500,2026-03-28,Low Stock
W006,Berlin,P07540,1147,23,1135,50,250,2026-04-30,In Stock
W004,Los Angeles,P07541,126,13,97,50,250,2026-03-05,In Stock
W007,Milan,P07542,416,33,396,20,100,2026-05-12,In Stock
W007,Milan,P07543,1011,31,1004,20,100,2026-05-04,In Stock
W005,London,P07544,522,6,505,100,500,2026-03-25,In Stock
W005,London,P07545,4,0,0,20,100,2026-06-24,Low Stock
W008,Sydney,P07546,756,2,747,75,375,2026-05-29,In Stock
W002,Chicago,P07547,104,19,102,75,375,2026-05-03,In Stock
W008,Sydney,P07548,325,26,292,100,500,2026-03-26,In Stock
W003,Dallas,P07549,361,32,340,100,500,2026-03-25,In Stock
W005,London,P07550,315,13,298,75,375,2026-05-26,In Stock
W008,Sydney,P07551,1179,9,1156,100,500,2026-06-14,In Stock
W008,Sydney,P07552,399,26,359,75,375,2026-03-15,In Stock
W006,Berlin,P07553,564,23,532,75,375,2026-03-05,In Stock
W008,Sydney,P07554,1147,30,1143,30,150,2026-03-04,In Stock
W001,New York,P07555,660,37,651,30,150,2026-05-14,In Stock
W001,New York,P07556,880,29,873,75,375,2026-04-18,In Stock
W006,Berlin,P07557,399,0,359,75,375,2026-06-15,In Stock
W008,Sydney,P07558,592,1,576,30,150,2026-06-21,In Stock
W003,Dallas,P07559,717,3,715,75,375,2026-05-22,In Stock
W002,Chicago,P07560,411,26,386,20,100,2026-03-12,In Stock
W008,Sydney,P07561,952,9,922,50,250,2026-03-21,In Stock
W001,New York,P07562,896,9,868,20,100,2026-04-16,In Stock
W008,Sydney,P07563,210,27,197,75,375,2026-03-26,In Stock
W006,Berlin,P07564,18,9,7,75,375,2026-03-31,Low Stock
W008,Sydney,P07565,322,38,321,100,500,2026-04-01,In Stock
W005,London,P07566,431,35,391,100,500,2026-06-16,In Stock
W008,Sydney,P07567,833,25,825,75,375,2026-03-01,In Stock
W003,Dallas,P07568,897,9,875,20,100,2026-05-20,In Stock
W004,Los Angeles,P07569,147,40,133,75,375,2026-04-16,In Stock
W002,Chicago,P07570,652,19,626,100,500,2026-05-25,In Stock
W008,Sydney,P07571,258,26,255,50,250,2026-03-15,In Stock
W005,London,P07572,786,32,776,75,375,2026-04-06,In Stock
W001,New York,P07573,418,39,417,75,375,2026-05-09,In Stock
W002,Chicago,P07574,655,2,644,50,250,2026-05-09,In Stock
W002,Chicago,P07575,486,1,447,50,250,2026-03-09,In Stock
W008,Sydney,P07576,463,8,454,20,100,2026-03-19,In Stock
W001,New York,P07577,884,28,857,75,375,2026-05-08,In Stock
W006,Berlin,P07578,586,20,572,20,100,2026-03-26,In Stock
W003,Dallas,P07579,568,40,561,30,150,2026-04-01,In Stock
W007,Milan,P07580,1157,14,1136,50,250,2026-05-31,In Stock
W003,Dallas,P07581,1025,4,996,75,375,2026-04-19,In Stock
W001,New York,P07582,748,4,733,100,500,2026-04-23,In Stock
W001,New York,P07583,681,14,670,75,375,2026-06-14,In Stock
W004,Los Angeles,P07584,774,35,739,75,375,2026-05-10,In Stock
W005,London,P07585,730,23,722,50,250,2026-05-07,In Stock
W002,Chicago,P07586,645,1,617,20,100,2026-06-27,In Stock
W006,Berlin,P07587,748,0,725,75,375,2026-06-08,In Stock
