OrderID,CustomerID,OrderDate,OrderStatus,PaymentMethod,ShippingMethod,Currency,OrderTotal,DiscountAmount,TaxAmount,ShippingCost
O00074990,C00005488,2024-10-07,Delivered,Credit Card,Express,USD,2738.17,0,547.63,9.99
O00074991,C00011354,2025-05-06,Delivered,Apple Pay,Pickup Point,USD,3547.69,0,709.54,9.99
O00074992,C00004929,2025-08-03,Delivered,Credit Card,Pickup Point,USD,836.51,0,167.3,4.99
O00074993,C00024353,2025-12-14,Delivered,Google Pay,Standard,USD,3736.21,0,747.24,4.99
O00074994,C00013319,2025-06-29,Delivered,Debit Card,Pickup Point,USD,546.04,0,109.21,0.0
O00074995,C00013448,2024-11-14,Delivered,Credit Card,Pickup Point,USD,6965.25,0,1393.05,0.0
O00074996,C00028588,2023-07-01,Cancelled,PayPal,Standard,USD,8518.1,0,1703.62,4.99
O00074997,C00028538,2024-10-04,Delivered,Apple Pay,Express,USD,2968.07,0,593.61,0.0
O00074998,C00007686,2024-07-03,Delivered,Google Pay,Pickup Point,USD,1580.12,0,316.02,14.99
O00074999,C00020848,2024-02-22,Delivered,Debit Card,Standard,USD,2132.41,0,426.48,4.99
O00075000,C00027187,2023-07-13,Delivered,PayPal,Pickup Point,USD,7315.02,0,1463.0,14.99
O00075001,C00014912,2023-06-23,Processing,Credit Card,Pickup Point,USD,1416.11,0,283.22,4.99
O00075002,C00008785,2025-05-21,Processing,Google Pay,Standard,USD,6552.51,0,1310.5,0.0
O00075003,C00019401,2024-07-31,Processing,Apple Pay,Pickup Point,USD,10597.3,0,2119.46,4.99
O00075004,C00004803,2024-12-30,Delivered,PayPal,Express,USD,2318.08,0,463.62,4.99
O00075005,C00015168,2023-09-10,Returned,Apple Pay,Express,USD,8577.3,0,1715.46,9.99
O00075006,C00007169,2025-07-11,Delivered,Apple Pay,Pickup Point,USD,12911.53,0,2582.31,4.99
O00075007,C00024475,2023-02-11,Delivered,PayPal,Standard,USD,5205.74,0,1041.15,4.99
O00075008,C00025131,2023-11-07,Delivered,Credit Card,Express,USD,2888.51,0,577.7,4.99
O00075009,C00000810,2025-09-14,Delivered,PayPal,Standard,USD,7582.27,0,1516.45,14.99
O00075010,C00005019,2025-01-06,Delivered,Credit Card,Express,USD,13433.52,0,2686.7,14.99
O00075011,C00023202,2025-01-07,Cancelled,Apple Pay,Pickup Point,USD,3979.72,0,795.94,4.99
O00075012,C00014141,2025-02-14,Delivered,Apple Pay,Pickup Point,USD,3199.82,0,639.96,9.99
O00075013,C00023211,2024-10-14,Delivered,Apple Pay,Express,USD,5327.88,0,1065.58,14.99
O00075014,C00025177,2025-10-27,Shipped,Apple Pay,Pickup Point,USD,3603.36,0,720.67,0.0
O00075015,C00002969,2025-07-18,Cancelled,PayPal,Standard,USD,9383.04,0,1876.61,4.99
O00075016,C00010367,2025-11-25,Delivered,Debit Card,Pickup Point,USD,359.07,0,71.81,9.99
O00075017,C00021258,2025-08-31,Delivered,PayPal,Standard,USD,9279.3,0,1855.86,0.0
O00075018,C00012285,2023-07-01,Delivered,Debit Card,Pickup Point,USD,11132.05,0,2226.41,9.99
O00075019,C00025941,2024-06-18,Shipped,Debit Card,Pickup Point,USD,5522.64,0,1104.53,14.99
O00075020,C00018260,2025-03-12,Processing,Apple Pay,Pickup Point,USD,1586.32,0,317.26,9.99
O00075021,C00024439,2023-01-18,Delivered,Credit Card,Standard,USD,831.23,0,166.25,14.99
O00075022,C00004755,2024-01-07,Delivered,Apple Pay,Express,USD,4071.13,0,814.23,0.0
O00075023,C00009825,2025-08-31,Delivered,Credit Card,Standard,USD,8700.26,0,1740.05,14.99
O00075024,C00003273,2023-10-16,Delivered,Google Pay,Standard,USD,1507.91,0,301.58,4.99
O00075025,C00026062,2024-05-06,Delivered,Google Pay,Express,USD,7841.96,0,1568.39,14.99
O00075026,C00017355,2024-04-13,Shipped,Google Pay,Express,USD,10797.6,0,2159.52,9.99
O00075027,C00002631,2024-03-28,Delivered,Apple Pay,Standard,USD,5155.93,0,1031.19,9.99
O00075028,C00023546,2024-02-03,Delivered,Apple Pay,Express,USD,5258.66,0,1051.73,9.99
O00075029,C00015383,2024-07-01,Delivered,PayPal,Express,USD,15130.45,0,3026.09,14.99
O00075030,C00003833,2025-07-28,Delivered,Google Pay,Pickup Point,USD,6897.48,0,1379.5,14.99
O00075031,C00010949,2025-05-08,Processing,Credit Card,Express,USD,5011.57,0,1002.31,9.99
O00075032,C00027460,2024-07-10,Delivered,Apple Pay,Standard,USD,11004.75,0,2200.95,0.0
O00075033,C00009912,2025-03-16,Delivered,Apple Pay,Pickup Point,USD,366.09,0,73.22,0.0
O00075034,C00028026,2023-09-03,Delivered,Debit Card,Pickup Point,USD,8655.79,0,1731.16,14.99
O00075035,C00010182,2024-04-14,Delivered,Credit Card,Standard,USD,5366.52,0,1073.3,14.99
O00075036,C00011344,2023-03-09,Delivered,PayPal,Standard,USD,2167.76,0,433.55,14.99
O00075037,C00019535,2025-08-07,Delivered,Google Pay,Express,USD,3651.65,0,730.33,0.0
O00075038,C00006092,2024-12-04,Delivered,Apple Pay,Pickup Point,USD,3456.39,0,691.28,0.0
O00075039,C00022372,2025-01-24,Delivered,PayPal,Standard,USD,6775.3,0,1355.06,0.0
O00075040,C00000296,2023-05-02,Delivered,PayPal,Standard,USD,7499.31,0,1499.86,0.0
O00075041,C00024018,2025-02-12,Shipped,PayPal,Pickup Point,USD,8445.68,0,1689.14,0.0
O00075042,C00019041,2023-06-07,Delivered,Debit Card,Standard,USD,7197.61,0,1439.52,4.99
O00075043,C00028343,2024-05-12,Delivered,PayPal,Standard,USD,5866.84,0,1173.37,4.99
O00075044,C00024121,2024-07-24,Processing,Apple Pay,Pickup Point,USD,3598.48,0,719.7,9.99
O00075045,C00008856,2025-02-03,Delivered,Credit Card,Standard,USD,9173.82,0,1834.76,14.99
O00075046,C00022502,2023-01-22,Delivered,Credit Card,Pickup Point,USD,9772.85,0,1954.57,14.99
O00075047,C00013976,2024-01-03,Delivered,PayPal,Standard,USD,5313.98,0,1062.8,9.99
O00075048,C00028274,2024-11-20,Processing,Credit Card,Express,USD,1563.7,0,312.74,14.99
O00075049,C00025506,2024-05-19,Delivered,PayPal,Express,USD,2345.78,0,469.16,4.99
O00075050,C00028741,2024-07-27,Delivered,PayPal,Pickup Point,USD,11573.43,0,2314.69,0.0
O00075051,C00029960,2023-01-29,Delivered,Credit Card,Pickup Point,USD,464.7,0,92.94,4.99
O00075052,C00009296,2023-08-23,Delivered,PayPal,Express,USD,4040.95,0,808.19,4.99
O00075053,C00015847,2023-06-18,Shipped,Debit Card,Express,USD,6824.93,0,1364.99,4.99
O00075054,C00013322,2025-08-17,Shipped,Apple Pay,Standard,USD,4419.45,0,883.89,0.0
O00075055,C00017540,2024-12-15,Delivered,Apple Pay,Standard,USD,3873.91,0,774.78,14.99
O00075056,C00025617,2023-12-31,Shipped,Debit Card,Standard,USD,3950.14,0,790.03,9.99
O00075057,C00000824,2024-08-30,Delivered,PayPal,Standard,USD,1514.09,0,302.82,9.99
O00075058,C00000536,2025-04-02,Shipped,Debit Card,Pickup Point,USD,1926.41,0,385.28,9.99
O00075059,C00009672,2024-04-05,Delivered,PayPal,Express,USD,10719.21,0,2143.84,9.99
O00075060,C00007862,2024-12-20,Delivered,Debit Card,Express,USD,1208.03,0,241.61,0.0
O00075061,C00004490,2025-03-24,Delivered,Credit Card,Standard,USD,7021.11,0,1404.22,4.99
O00075062,C00001787,2024-09-30,Delivered,PayPal,Standard,USD,4539.19,0,907.84,9.99
O00075063,C00017565,2023-04-18,Shipped,Google Pay,Express,USD,1536.12,0,307.22,4.99
O00075064,C00005569,2023-11-08,Delivered,Debit Card,Pickup Point,USD,9132.48,0,1826.5,4.99
O00075065,C00027133,2023-04-20,Delivered,PayPal,Standard,USD,7032.53,0,1406.51,0.0
O00075066,C00023759,2025-11-15,Delivered,Credit Card,Standard,USD,3082.82,0,616.56,4.99
O00075067,C00025633,2025-04-20,Delivered,Apple Pay,Pickup Point,USD,9559.34,0,1911.87,0.0
O00075068,C00024282,2025-08-02,Delivered,Google Pay,Standard,USD,5995.02,0,1199.0,4.99
O00075069,C00029210,2025-09-25,Cancelled,Debit Card,Standard,USD,1429.46,0,285.89,4.99
O00075070,C00026343,2023-11-09,Delivered,Debit Card,Express,USD,1858.39,0,371.68,9.99
O00075071,C00020879,2023-08-10,Delivered,Google Pay,Express,USD,7344.8,0,1468.96,4.99
O00075072,C00004305,2023-10-01,Delivered,Google Pay,Pickup Point,USD,536.26,0,107.25,4.99
O00075073,C00001561,2024-05-01,Shipped,Google Pay,Standard,USD,8525.82,0,1705.16,9.99
O00075074,C00010964,2023-10-11,Delivered,Google Pay,Standard,USD,5524.23,0,1104.85,4.99
O00075075,C00019353,2024-06-25,Delivered,Debit Card,Express,USD,5808.24,0,1161.65,9.99
O00075076,C00018455,2024-12-04,Delivered,Google Pay,Standard,USD,9957.89,0,1991.58,0.0
O00075077,C00011235,2025-06-30,Delivered,Apple Pay,Express,USD,4241.08,0,848.22,0.0
O00075078,C00028855,2025-12-22,Delivered,Credit Card,Express,USD,7576.29,0,1515.26,9.99
O00075079,C00024322,2024-03-15,Delivered,Apple Pay,Pickup Point,USD,2189.02,0,437.8,0.0
O00075080,C00003618,2023-04-21,Delivered,Credit Card,Standard,USD,548.31,0,109.66,0.0
O00075081,C00009501,2025-04-29,Delivered,PayPal,Express,USD,6948.66,0,1389.73,9.99
O00075082,C00012681,2023-04-11,Returned,Debit Card,Pickup Point,USD,2312.33,0,462.47,9.99
O00075083,C00014310,2024-11-16,Delivered,Google Pay,Standard,USD,7614.73,0,1522.95,0.0
O00075084,C00003505,2023-11-26,Delivered,Debit Card,Pickup Point,USD,4822.26,0,964.45,0.0
O00075085,C00016584,2024-03-25,Delivered,Google Pay,Pickup Point,USD,7290.59,0,1458.12,4.99
O00075086,C00007976,2023-01-19,Processing,PayPal,Pickup Point,USD,5520.91,0,1104.18,4.99
O00075087,C00025090,2024-08-03,Processing,Debit Card,Express,USD,7282.82,0,1456.56,4.99
O00075088,C00001306,2023-09-01,Delivered,Apple Pay,Standard,USD,1076.98,0,215.4,9.99
O00075089,C00013123,2024-02-11,Delivered,Credit Card,Express,USD,890.01,0,178.0,4.99
O00075090,C00009198,2024-09-08,Delivered,Google Pay,Express,USD,5050.99,0,1010.2,9.99
O00075091,C00000013,2023-06-19,Processing,Debit Card,Pickup Point,USD,14760.85,0,2952.17,4.99
O00075092,C00014272,2025-06-26,Delivered,Google Pay,Pickup Point,USD,1103.76,0,220.75,9.99
O00075093,C00002750,2024-01-04,Delivered,Debit Card,Standard,USD,3376.53,0,675.31,14.99
O00075094,C00019502,2025-07-06,Shipped,Debit Card,Standard,USD,10210.25,0,2042.05,9.99
O00075095,C00006419,2023-01-15,Delivered,Google Pay,Standard,USD,9100.68,0,1820.14,4.99
O00075096,C00005274,2023-09-10,Delivered,Credit Card,Express,USD,4356.74,0,871.35,0.0
O00075097,C00014685,2023-09-13,Delivered,Apple Pay,Pickup Point,USD,535.75,0,107.15,0.0
O00075098,C00010901,2024-05-23,Delivered,Apple Pay,Express,USD,8732.09,0,1746.42,14.99
O00075099,C00009456,2023-02-03,Delivered,PayPal,Express,USD,3223.81,0,644.76,14.99
O00075100,C00017723,2024-05-08,Delivered,Google Pay,Express,USD,2604.2,0,520.84,4.99
O00075101,C00003290,2023-05-18,Delivered,Credit Card,Express,USD,14220.61,0,2844.12,0.0
O00075102,C00011194,2023-02-21,Delivered,Credit Card,Pickup Point,USD,6834.28,0,1366.86,14.99
O00075103,C00004655,2025-05-04,Delivered,Google Pay,Express,USD,7696.98,0,1539.4,14.99
O00075104,C00020278,2024-07-01,Delivered,Google Pay,Standard,USD,550.89,0,110.18,0.0
O00075105,C00011800,2023-01-27,Delivered,PayPal,Standard,USD,2579.74,0,515.95,0.0
O00075106,C00012672,2024-08-05,Delivered,PayPal,Express,USD,6975.41,0,1395.08,0.0
O00075107,C00014374,2024-12-31,Delivered,Credit Card,Standard,USD,1292.65,0,258.53,14.99
O00075108,C00029510,2024-07-25,Delivered,PayPal,Express,USD,7304.13,0,1460.83,4.99
O00075109,C00029995,2023-03-04,Delivered,Apple Pay,Express,USD,886.8,0,177.36,9.99
O00075110,C00029128,2025-05-05,Cancelled,PayPal,Express,USD,5851.54,0,1170.31,14.99
O00075111,C00020724,2024-11-20,Delivered,Credit Card,Express,USD,1801.24,0,360.25,4.99
O00075112,C00019702,2023-07-27,Shipped,Credit Card,Pickup Point,USD,6040.37,0,1208.07,0.0
O00075113,C00002772,2023-07-15,Cancelled,Credit Card,Express,USD,1035.14,0,207.03,4.99
O00075114,C00000266,2023-04-26,Delivered,Credit Card,Express,USD,2955.68,0,591.14,14.99
O00075115,C00017051,2025-08-21,Delivered,Apple Pay,Express,USD,5921.58,0,1184.32,0.0
O00075116,C00025659,2024-10-29,Processing,Debit Card,Express,USD,31.98,0,6.4,0.0
O00075117,C00018065,2025-10-29,Processing,Credit Card,Standard,USD,1770.97,0,354.19,14.99
O00075118,C00016779,2025-05-20,Delivered,Credit Card,Express,USD,1873.34,0,374.67,4.99
O00075119,C00013383,2025-09-23,Delivered,Credit Card,Standard,USD,8969.44,0,1793.89,0.0
O00075120,C00005472,2025-12-15,Delivered,PayPal,Express,USD,5050.35,0,1010.07,14.99
O00075121,C00020208,2025-11-14,Delivered,Credit Card,Standard,USD,2351.06,0,470.21,0.0
O00075122,C00009804,2023-07-29,Delivered,Apple Pay,Standard,USD,1137.01,0,227.4,9.99
O00075123,C00009050,2024-01-05,Processing,Credit Card,Pickup Point,USD,5965.23,0,1193.05,14.99
O00075124,C00025811,2024-01-22,Delivered,PayPal,Standard,USD,1214.83,0,242.97,0.0
O00075125,C00004450,2023-11-23,Delivered,PayPal,Express,USD,35.36,0,7.07,0.0
O00075126,C00006184,2024-03-27,Delivered,Debit Card,Express,USD,14388.46,0,2877.69,14.99
O00075127,C00013504,2025-03-03,Delivered,PayPal,Pickup Point,USD,1631.23,0,326.25,9.99
O00075128,C00016567,2023-08-13,Delivered,Apple Pay,Express,USD,4010.96,0,802.19,0.0
O00075129,C00006919,2024-02-02,Delivered,Credit Card,Express,USD,3240.18,0,648.04,14.99
O00075130,C00015536,2023-02-02,Delivered,Apple Pay,Pickup Point,USD,7696.33,0,1539.27,0.0
O00075131,C00027020,2024-07-15,Delivered,Debit Card,Standard,USD,11114.77,0,2222.95,9.99
O00075132,C00014591,2024-02-15,Delivered,Debit Card,Pickup Point,USD,2904.9,0,580.98,14.99
O00075133,C00004157,2025-10-23,Delivered,Apple Pay,Express,USD,3070.18,0,614.04,14.99
O00075134,C00025004,2025-10-02,Delivered,Apple Pay,Express,USD,1627.25,0,325.45,14.99
O00075135,C00000748,2024-03-28,Delivered,Credit Card,Express,USD,3462.75,0,692.55,4.99
O00075136,C00001346,2024-09-09,Delivered,Google Pay,Pickup Point,USD,13364.43,0,2672.89,0.0
O00075137,C00018069,2025-12-14,Delivered,Debit Card,Express,USD,7720.22,0,1544.04,0.0
O00075138,C00014213,2023-02-14,Delivered,Credit Card,Pickup Point,USD,1527.39,0,305.48,14.99
O00075139,C00018444,2025-05-22,Delivered,Debit Card,Express,USD,760.98,0,152.2,4.99
O00075140,C00000264,2023-05-26,Delivered,Google Pay,Express,USD,2371.25,0,474.25,4.99
O00075141,C00003856,2025-07-29,Delivered,PayPal,Standard,USD,5347.69,0,1069.54,14.99
O00075142,C00011209,2024-01-01,Delivered,Debit Card,Pickup Point,USD,3505.58,0,701.12,4.99
O00075143,C00006411,2023-08-21,Delivered,PayPal,Pickup Point,USD,8722.03,0,1744.41,9.99
O00075144,C00019274,2023-03-17,Delivered,PayPal,Pickup Point,USD,5473.65,0,1094.73,9.99
O00075145,C00006177,2025-01-27,Delivered,Credit Card,Pickup Point,USD,3520.52,0,704.1,14.99
O00075146,C00009694,2023-10-23,Delivered,Google Pay,Express,USD,7151.22,0,1430.24,14.99
O00075147,C00018349,2024-11-20,Delivered,Apple Pay,Express,USD,1232.28,0,246.46,14.99
O00075148,C00001679,2023-03-09,Delivered,Debit Card,Express,USD,6271.34,0,1254.27,4.99
O00075149,C00005802,2025-05-14,Processing,PayPal,Express,USD,4720.23,0,944.05,9.99
O00075150,C00011888,2023-03-06,Delivered,Credit Card,Pickup Point,USD,6590.16,0,1318.03,9.99
O00075151,C00009735,2023-02-12,Delivered,Debit Card,Standard,USD,2156.21,0,431.24,0.0
O00075152,C00019698,2024-12-21,Delivered,Google Pay,Express,USD,3497.42,0,699.48,4.99
O00075153,C00028717,2025-05-02,Delivered,Apple Pay,Express,USD,13073.26,0,2614.65,0.0
O00075154,C00028460,2023-03-19,Delivered,Credit Card,Express,USD,7240.28,0,1448.06,4.99
O00075155,C00013357,2024-06-26,Returned,Apple Pay,Standard,USD,7936.57,0,1587.31,0.0
O00075156,C00015134,2025-02-24,Delivered,PayPal,Express,USD,6215.01,0,1243.0,0.0
O00075157,C00003000,2023-08-14,Delivered,PayPal,Standard,USD,9430.35,0,1886.07,4.99
O00075158,C00022422,2025-11-26,Delivered,PayPal,Express,USD,5833.85,0,1166.77,4.99
O00075159,C00019915,2025-11-29,Delivered,Credit Card,Standard,USD,668.12,0,133.62,0.0
O00075160,C00022394,2023-05-28,Delivered,Google Pay,Express,USD,6332.24,0,1266.45,0.0
O00075161,C00008403,2023-02-14,Returned,Google Pay,Express,USD,2172.6,0,434.52,0.0
O00075162,C00016111,2023-11-10,Processing,Debit Card,Pickup Point,USD,6932.18,0,1386.44,0.0
O00075163,C00018219,2025-02-02,Delivered,Credit Card,Standard,USD,497.5,0,99.5,9.99
O00075164,C00007440,2025-05-17,Processing,Apple Pay,Standard,USD,4032.78,0,806.56,0.0
O00075165,C00023130,2024-01-26,Delivered,Debit Card,Express,USD,1756.4,0,351.28,9.99
O00075166,C00008720,2023-03-22,Delivered,Apple Pay,Pickup Point,USD,728.32,0,145.66,9.99
O00075167,C00004089,2023-05-28,Delivered,Credit Card,Express,USD,1851.08,0,370.22,9.99
O00075168,C00001802,2023-08-24,Delivered,Debit Card,Express,USD,9395.79,0,1879.16,14.99
O00075169,C00025259,2025-08-19,Delivered,Credit Card,Pickup Point,USD,1359.76,0,271.95,9.99
O00075170,C00021421,2023-12-06,Delivered,Credit Card,Pickup Point,USD,5469.61,0,1093.92,0.0
O00075171,C00027685,2024-06-28,Delivered,Credit Card,Standard,USD,8097.4,0,1619.48,4.99
O00075172,C00003385,2023-11-22,Delivered,Apple Pay,Express,USD,7320.41,0,1464.08,9.99
O00075173,C00001550,2024-01-15,Delivered,Debit Card,Standard,USD,12741.04,0,2548.21,4.99
O00075174,C00014525,2024-06-26,Delivered,Google Pay,Pickup Point,USD,6518.19,0,1303.64,14.99
O00075175,C00017741,2023-03-06,Delivered,PayPal,Standard,USD,1340.74,0,268.15,4.99
O00075176,C00027414,2024-09-23,Delivered,PayPal,Pickup Point,USD,4334.86,0,866.97,4.99
O00075177,C00021269,2023-10-22,Shipped,Credit Card,Standard,USD,2870.34,0,574.07,0.0
O00075178,C00012172,2024-03-17,Delivered,Debit Card,Express,USD,1597.07,0,319.41,0.0
O00075179,C00007457,2025-12-10,Shipped,Credit Card,Pickup Point,USD,4952.86,0,990.57,4.99
O00075180,C00021977,2024-03-10,Processing,Debit Card,Pickup Point,USD,7128.12,0,1425.62,4.99
O00075181,C00023953,2023-12-02,Delivered,Google Pay,Standard,USD,2100.65,0,420.13,4.99
O00075182,C00020851,2024-04-05,Delivered,Google Pay,Express,USD,13002.23,0,2600.45,4.99
O00075183,C00004717,2025-03-17,Delivered,Google Pay,Standard,USD,2271.53,0,454.31,9.99
O00075184,C00015473,2025-04-20,Delivered,Credit Card,Standard,USD,10229.96,0,2045.99,4.99
O00075185,C00010308,2025-03-07,Delivered,Apple Pay,Standard,USD,1965.63,0,393.13,4.99
O00075186,C00018301,2023-09-29,Cancelled,PayPal,Pickup Point,USD,4743.14,0,948.63,14.99
O00075187,C00008569,2025-02-17,Returned,Credit Card,Express,USD,7148.86,0,1429.77,9.99
O00075188,C00007873,2025-08-03,Delivered,Credit Card,Express,USD,3877.64,0,775.53,0.0
O00075189,C00006538,2025-04-18,Processing,Credit Card,Pickup Point,USD,5751.93,0,1150.39,4.99
O00075190,C00018040,2023-10-15,Delivered,PayPal,Standard,USD,133.0,0,26.6,14.99
O00075191,C00002736,2023-11-04,Shipped,Google Pay,Standard,USD,2231.45,0,446.29,9.99
O00075192,C00022390,2023-01-27,Delivered,PayPal,Pickup Point,USD,4886.0,0,977.2,9.99
O00075193,C00007870,2025-01-18,Delivered,PayPal,Express,USD,816.01,0,163.2,9.99
O00075194,C00026529,2024-03-27,Delivered,PayPal,Standard,USD,540.32,0,108.06,9.99
O00075195,C00002405,2024-01-04,Cancelled,Debit Card,Express,USD,6418.57,0,1283.71,14.99
O00075196,C00016141,2023-04-26,Delivered,Credit Card,Express,USD,1538.0,0,307.6,0.0
O00075197,C00006931,2025-07-08,Delivered,Credit Card,Pickup Point,USD,3404.62,0,680.92,9.99
O00075198,C00025053,2024-05-25,Delivered,PayPal,Express,USD,7808.96,0,1561.79,9.99
O00075199,C00011221,2023-06-06,Delivered,Credit Card,Standard,USD,3193.93,0,638.79,9.99
O00075200,C00020816,2024-09-21,Shipped,PayPal,Pickup Point,USD,6439.16,0,1287.83,9.99
O00075201,C00010563,2025-03-23,Delivered,PayPal,Standard,USD,5043.51,0,1008.7,0.0
O00075202,C00021784,2023-11-17,Delivered,Apple Pay,Express,USD,8529.58,0,1705.92,4.99
O00075203,C00026692,2023-06-30,Delivered,Debit Card,Pickup Point,USD,5364.87,0,1072.97,9.99
O00075204,C00005627,2025-04-24,Delivered,Google Pay,Express,USD,6038.92,0,1207.78,14.99
O00075205,C00011807,2025-01-13,Delivered,Credit Card,Express,USD,4619.92,0,923.98,9.99
O00075206,C00009347,2023-09-05,Shipped,Credit Card,Pickup Point,USD,9556.09,0,1911.22,14.99
O00075207,C00021011,2024-09-03,Delivered,PayPal,Express,USD,4789.26,0,957.85,4.99
O00075208,C00007991,2024-05-07,Returned,Debit Card,Pickup Point,USD,4869.3,0,973.86,9.99
O00075209,C00018345,2023-08-20,Delivered,Credit Card,Express,USD,982.76,0,196.55,14.99
O00075210,C00029749,2025-12-17,Delivered,Debit Card,Standard,USD,3904.83,0,780.97,4.99
O00075211,C00023586,2025-12-31,Delivered,Credit Card,Express,USD,2587.56,0,517.51,0.0
O00075212,C00003216,2023-07-08,Delivered,Google Pay,Standard,USD,8588.16,0,1717.63,0.0
O00075213,C00017756,2023-05-03,Delivered,Debit Card,Pickup Point,USD,2455.08,0,491.02,0.0
O00075214,C00026730,2025-06-22,Delivered,Debit Card,Pickup Point,USD,10727.06,0,2145.41,0.0
O00075215,C00017857,2023-03-30,Delivered,Google Pay,Standard,USD,2908.58,0,581.72,4.99
O00075216,C00025805,2023-10-27,Delivered,Credit Card,Pickup Point,USD,403.33,0,80.67,0.0
O00075217,C00025904,2025-09-04,Delivered,PayPal,Express,USD,5076.12,0,1015.22,14.99
O00075218,C00025092,2024-11-19,Cancelled,Debit Card,Express,USD,1767.68,0,353.54,14.99
O00075219,C00019229,2024-10-20,Delivered,Credit Card,Express,USD,984.9,0,196.98,14.99
O00075220,C00011043,2024-11-04,Delivered,Credit Card,Express,USD,966.94,0,193.39,4.99
O00075221,C00026710,2023-11-13,Delivered,Google Pay,Express,USD,7107.14,0,1421.43,14.99
O00075222,C00024120,2023-06-08,Delivered,Google Pay,Standard,USD,4089.18,0,817.84,14.99
O00075223,C00009205,2024-12-04,Delivered,Google Pay,Pickup Point,USD,12201.19,0,2440.24,4.99
O00075224,C00001911,2025-05-08,Delivered,Debit Card,Express,USD,7600.67,0,1520.13,4.99
O00075225,C00022454,2024-02-25,Delivered,Apple Pay,Express,USD,2060.7,0,412.14,0.0
O00075226,C00014774,2024-06-25,Delivered,Google Pay,Express,USD,2146.93,0,429.39,14.99
O00075227,C00016793,2024-06-19,Delivered,PayPal,Express,USD,4302.1,0,860.42,0.0
O00075228,C00016648,2025-03-31,Delivered,Google Pay,Pickup Point,USD,7273.49,0,1454.7,9.99
O00075229,C00023954,2025-07-09,Delivered,Apple Pay,Express,USD,9070.07,0,1814.01,14.99
O00075230,C00025150,2025-02-11,Shipped,Apple Pay,Pickup Point,USD,3997.56,0,799.51,0.0
O00075231,C00018054,2023-07-31,Delivered,Google Pay,Standard,USD,7677.7,0,1535.54,4.99
O00075232,C00024860,2025-12-24,Delivered,Google Pay,Standard,USD,4642.98,0,928.6,4.99
O00075233,C00020978,2024-10-25,Delivered,Google Pay,Express,USD,628.08,0,125.62,14.99
O00075234,C00010748,2025-07-06,Delivered,Credit Card,Standard,USD,2482.64,0,496.53,9.99
O00075235,C00019403,2023-11-14,Delivered,PayPal,Express,USD,4360.49,0,872.1,0.0
O00075236,C00000520,2025-04-24,Delivered,Apple Pay,Express,USD,3393.09,0,678.62,4.99
O00075237,C00002366,2023-08-28,Shipped,Google Pay,Standard,USD,813.2,0,162.64,0.0
O00075238,C00005832,2024-07-29,Delivered,Debit Card,Pickup Point,USD,2401.14,0,480.23,9.99
O00075239,C00009508,2023-02-13,Delivered,PayPal,Express,USD,1281.58,0,256.32,14.99
O00075240,C00017812,2025-02-27,Delivered,Apple Pay,Express,USD,1886.83,0,377.37,0.0
O00075241,C00016130,2023-09-18,Delivered,Apple Pay,Standard,USD,7725.15,0,1545.03,14.99
O00075242,C00010794,2024-11-15,Delivered,Google Pay,Standard,USD,4941.03,0,988.21,0.0
O00075243,C00010027,2023-10-17,Delivered,PayPal,Pickup Point,USD,9338.23,0,1867.65,0.0
O00075244,C00010299,2023-10-21,Delivered,PayPal,Standard,USD,6996.32,0,1399.26,0.0
O00075245,C00001161,2024-10-25,Delivered,Google Pay,Express,USD,2639.48,0,527.9,14.99
O00075246,C00020629,2024-01-27,Delivered,Apple Pay,Express,USD,7931.58,0,1586.32,0.0
O00075247,C00009905,2024-03-22,Shipped,Debit Card,Express,USD,8554.1,0,1710.82,9.99
O00075248,C00025413,2025-01-19,Delivered,Credit Card,Express,USD,1629.97,0,325.99,14.99
O00075249,C00023811,2025-06-01,Delivered,Debit Card,Express,USD,1710.85,0,342.17,4.99
O00075250,C00024214,2025-10-13,Shipped,Google Pay,Pickup Point,USD,5369.06,0,1073.81,0.0
O00075251,C00019803,2023-09-14,Delivered,Apple Pay,Pickup Point,USD,1976.23,0,395.25,9.99
O00075252,C00016761,2023-12-06,Delivered,Apple Pay,Pickup Point,USD,3626.45,0,725.29,14.99
O00075253,C00010199,2024-08-08,Delivered,Debit Card,Standard,USD,5034.1,0,1006.82,9.99
O00075254,C00017812,2024-01-27,Delivered,Credit Card,Express,USD,4978.15,0,995.63,0.0
O00075255,C00028356,2025-04-02,Delivered,PayPal,Express,USD,4767.26,0,953.45,0.0
O00075256,C00010722,2025-07-11,Delivered,Debit Card,Standard,USD,1399.29,0,279.86,14.99
O00075257,C00012511,2025-08-14,Delivered,PayPal,Standard,USD,2794.32,0,558.86,14.99
O00075258,C00012213,2023-07-02,Delivered,PayPal,Standard,USD,879.5,0,175.9,4.99
O00075259,C00026851,2023-10-13,Delivered,Google Pay,Express,USD,3513.42,0,702.68,9.99
O00075260,C00019667,2025-10-26,Delivered,Google Pay,Standard,USD,1889.76,0,377.95,4.99
O00075261,C00023513,2025-05-28,Delivered,Credit Card,Standard,USD,3040.52,0,608.1,9.99
O00075262,C00010648,2025-01-17,Delivered,Credit Card,Express,USD,350.95,0,70.19,4.99
O00075263,C00020229,2024-02-23,Delivered,Apple Pay,Standard,USD,1019.82,0,203.96,0.0
