OrderID,CampaignID,AttributionModel,ConversionDays,CampaignChannel
O00087332,M0555,Linear,14,Email
O00087335,M0292,Linear,24,Email
O00087337,M0470,Linear,20,Affiliate
O00087338,M0094,Linear,4,Search
O00087340,M0892,Last Click,8,Search
O00087342,M0167,Time Decay,17,Social
O00087343,M0519,Linear,21,Social
O00087346,M0969,Linear,21,Search
O00087347,M0118,First Click,5,Search
O00087348,M0455,Linear,18,Social
O00087349,M0405,First Click,22,Email
O00087350,M0135,Time Decay,2,Search
O00087352,M0807,First Click,25,Social
O00087353,M0829,Last Click,3,Email
O00087355,M0148,Last Click,15,Search
O00087356,M0918,Last Click,25,Email
O00087358,M0184,Last Click,28,Affiliate
O00087359,M0461,First Click,13,Affiliate
O00087360,M0392,Time Decay,5,Email
O00087362,M0980,Time Decay,2,Social
O00087364,M0548,Time Decay,19,Search
O00087365,M0628,Last Click,1,Social
O00087366,M0269,Time Decay,9,Search
O00087368,M0218,Linear,25,Affiliate
O00087370,M0627,Linear,20,Email
O00087371,M0910,Linear,7,Search
O00087373,M0557,Linear,20,Social
O00087375,M0753,Time Decay,16,Email
O00087376,M0050,Last Click,15,Social
O00087378,M0700,Linear,22,Email
O00087379,M0218,Linear,28,Affiliate
O00087380,M0627,Linear,11,Email
O00087383,M0520,Linear,20,Email
O00087384,M0240,First Click,29,Search
O00087385,M0401,Linear,13,Email
O00087388,M0114,Time Decay,12,Affiliate
O00087390,M0334,Last Click,14,Email
O00087391,M0646,Time Decay,4,Search
O00087395,M0533,First Click,30,Social
O00087396,M0128,Last Click,19,Search
O00087398,M0668,First Click,23,Social
O00087399,M0048,Time Decay,24,Email
O00087400,M0748,First Click,15,Affiliate
O00087401,M0722,Last Click,20,Search
O00087403,M0877,Time Decay,20,Affiliate
O00087404,M0689,Linear,17,Search
O00087405,M0195,Linear,23,Email
O00087406,M0325,First Click,27,Social
O00087407,M0947,Last Click,8,Email
O00087408,M0892,Last Click,6,Search
O00087409,M0681,Last Click,24,Search
O00087410,M0393,Last Click,12,Affiliate
O00087411,M0506,Time Decay,9,Search
O00087412,M0864,Last Click,25,Search
O00087413,M0728,First Click,7,Search
O00087414,M0503,Last Click,20,Affiliate
O00087416,M0652,Last Click,7,Email
O00087417,M0554,Linear,11,Affiliate
O00087418,M0388,First Click,9,Search
O00087419,M0876,Linear,25,Affiliate
O00087420,M0009,Time Decay,20,Social
O00087423,M0383,First Click,17,Search
O00087424,M0734,Linear,12,Affiliate
O00087426,M0670,Time Decay,10,Search
O00087427,M1000,Last Click,21,Social
O00087428,M0890,First Click,9,Search
O00087429,M0748,Linear,8,Affiliate
O00087430,M0108,Linear,9,Email
O00087431,M0072,Time Decay,13,Email
O00087432,M0875,Linear,18,Search
O00087433,M0084,First Click,29,Email
O00087435,M0594,Linear,8,Email
O00087436,M0306,Time Decay,29,Affiliate
O00087437,M0349,Linear,5,Affiliate
O00087438,M0946,Last Click,30,Search
O00087439,M0193,Last Click,7,Email
O00087441,M0467,Last Click,2,Affiliate
O00087442,M0374,Last Click,13,Social
O00087443,M0839,Last Click,16,Affiliate
O00087444,M0499,Linear,8,Search
O00087447,M0905,Time Decay,18,Affiliate
O00087449,M0074,Last Click,16,Affiliate
O00087451,M0878,Linear,19,Email
O00087452,M0521,First Click,9,Social
O00087453,M0010,Last Click,19,Search
O00087454,M0531,First Click,23,Email
O00087455,M0980,First Click,17,Social
O00087456,M0029,Time Decay,3,Affiliate
O00087460,M0956,Time Decay,10,Social
O00087461,M0437,First Click,21,Email
O00087462,M0775,Linear,26,Search
O00087465,M0711,Linear,29,Social
O00087467,M0337,Linear,0,Email
O00087469,M0721,Time Decay,13,Email
O00087470,M0990,Linear,8,Search
O00087471,M0977,Linear,15,Email
O00087475,M0797,First Click,3,Affiliate
O00087476,M0569,Time Decay,8,Social
O00087478,M0919,Linear,7,Email
O00087479,M0447,Last Click,7,Social
O00087480,M0850,Linear,28,Social
O00087481,M0451,Linear,26,Email
O00087482,M0387,First Click,8,Affiliate
O00087485,M0324,First Click,24,Search
O00087486,M0328,First Click,9,Affiliate
O00087487,M0836,Time Decay,12,Social
O00087488,M0813,Time Decay,14,Email
O00087489,M0864,Time Decay,8,Search
O00087490,M0459,Linear,26,Affiliate
O00087491,M0140,Last Click,28,Search
O00087492,M0584,Linear,13,Social
O00087494,M0653,Last Click,18,Email
O00087495,M0306,Linear,28,Affiliate
O00087498,M0170,Time Decay,0,Search
O00087499,M0526,Time Decay,3,Email
O00087500,M0176,Time Decay,18,Email
O00087502,M0716,Last Click,0,Email
O00087503,M0106,Time Decay,11,Search
O00087504,M0599,First Click,17,Search
O00087505,M0144,Time Decay,3,Affiliate
O00087506,M0279,Time Decay,0,Social
O00087507,M0481,Linear,17,Email
O00087508,M0604,Last Click,15,Affiliate
O00087509,M0860,Linear,1,Search
O00087512,M0889,Linear,19,Social
O00087514,M0491,Linear,2,Affiliate
O00087515,M0964,First Click,18,Affiliate
O00087516,M0071,First Click,3,Social
O00087517,M0990,Time Decay,25,Search
O00087518,M0509,Time Decay,4,Search
O00087519,M0080,Last Click,20,Search
O00087520,M0655,Time Decay,27,Social
O00087521,M0776,Last Click,24,Social
O00087522,M0190,Last Click,12,Affiliate
O00087523,M0170,First Click,8,Search
O00087525,M0349,Last Click,15,Affiliate
O00087528,M0796,First Click,18,Email
O00087529,M0886,First Click,30,Search
O00087530,M0861,Last Click,16,Email
O00087531,M0246,Linear,10,Search
O00087534,M0562,Time Decay,4,Email
O00087535,M0306,Time Decay,15,Affiliate
O00087536,M0148,Time Decay,23,Search
O00087537,M0072,Last Click,14,Email
O00087538,M0284,Linear,18,Social
O00087540,M0707,Last Click,12,Email
O00087541,M0295,Last Click,19,Affiliate
O00087542,M0261,First Click,16,Email
O00087544,M0030,First Click,8,Search
O00087546,M0731,Linear,12,Email
O00087548,M0794,Linear,11,Email
O00087551,M0106,First Click,4,Search
O00087553,M0835,First Click,16,Search
O00087554,M0770,First Click,2,Email
O00087555,M0103,Last Click,28,Email
O00087556,M0277,Last Click,16,Social
O00087558,M0801,Time Decay,3,Search
O00087559,M0778,Linear,28,Search
O00087560,M0844,Last Click,10,Affiliate
O00087561,M0780,Time Decay,8,Social
O00087562,M0162,First Click,20,Social
O00087563,M0725,Time Decay,1,Affiliate
O00087564,M0824,Last Click,13,Social
O00087565,M0197,Last Click,28,Social
O00087566,M0065,Time Decay,1,Affiliate
O00087568,M0690,Linear,28,Search
O00087570,M0143,Time Decay,1,Search
O00087571,M0976,Last Click,5,Social
O00087572,M0153,First Click,8,Search
O00087573,M0097,Last Click,12,Search
O00087574,M0574,Time Decay,16,Search
O00087575,M0652,Time Decay,10,Email
O00087576,M0237,First Click,13,Email
O00087577,M0055,Linear,3,Email
O00087579,M0912,First Click,6,Social
O00087580,M0368,First Click,22,Social
O00087582,M0659,Linear,15,Email
O00087584,M0113,Time Decay,28,Social
O00087586,M0274,Linear,11,Affiliate
O00087588,M0287,Last Click,19,Social
O00087592,M0827,Last Click,21,Search
O00087593,M0985,Last Click,20,Search
O00087594,M0392,Linear,28,Email
O00087597,M0606,Last Click,18,Social
O00087598,M0209,Linear,20,Affiliate
O00087599,M0014,Linear,5,Social
O00087600,M0996,Linear,30,Email
O00087601,M0873,Linear,24,Social
O00087602,M0189,Last Click,6,Social
O00087603,M0731,Linear,23,Email
O00087604,M0399,Time Decay,24,Affiliate
O00087605,M0797,First Click,26,Affiliate
O00087606,M0656,Time Decay,22,Affiliate
O00087607,M0130,Time Decay,24,Social
O00087609,M0352,Time Decay,13,Search
O00087611,M0376,First Click,24,Search
O00087612,M0884,First Click,7,Email
O00087613,M0629,First Click,20,Social
O00087614,M0748,First Click,17,Affiliate
O00087615,M0900,Linear,27,Search
O00087616,M0955,Time Decay,27,Search
O00087617,M0389,Last Click,25,Search
O00087618,M0992,Linear,15,Social
O00087619,M0838,Last Click,28,Social
O00087620,M0633,Linear,25,Affiliate
O00087621,M0109,Linear,0,Social
O00087623,M0524,First Click,4,Search
O00087625,M0706,Linear,25,Social
O00087626,M0354,Linear,15,Email
O00087627,M0615,Last Click,4,Search
O00087628,M0693,Time Decay,16,Affiliate
O00087629,M0022,Last Click,5,Social
O00087632,M0953,Last Click,3,Social
O00087634,M0981,Linear,10,Email
O00087635,M0989,First Click,15,Social
O00087636,M0440,First Click,24,Affiliate
O00087637,M0452,Time Decay,5,Affiliate
O00087638,M0159,Time Decay,4,Search
O00087640,M0189,First Click,7,Social
O00087641,M0953,Last Click,29,Social
O00087642,M0590,First Click,1,Search
O00087643,M0306,First Click,0,Affiliate
O00087644,M0774,Time Decay,26,Affiliate
O00087647,M0412,Linear,12,Social
O00087649,M0370,Time Decay,29,Affiliate
O00087652,M0083,Linear,19,Search
O00087654,M0989,Time Decay,26,Social
O00087655,M0488,First Click,22,Affiliate
O00087656,M0362,Time Decay,15,Email
O00087657,M0588,First Click,26,Email
O00087658,M0043,Linear,1,Affiliate
O00087659,M0041,Time Decay,23,Email
O00087660,M0417,First Click,18,Affiliate
O00087661,M0631,Linear,9,Search
O00087662,M0314,First Click,12,Email
O00087663,M0767,Time Decay,26,Social
O00087664,M0756,Time Decay,0,Search
O00087665,M0420,Time Decay,2,Search
O00087671,M0586,Linear,21,Search
O00087672,M0189,Last Click,27,Social
O00087673,M0755,Linear,22,Social
O00087674,M0571,Last Click,14,Search
O00087675,M0978,Linear,0,Search
O00087676,M0278,Time Decay,4,Search
O00087677,M0807,Linear,7,Social
O00087679,M0242,Time Decay,20,Affiliate
O00087681,M0369,Time Decay,17,Social
O00087683,M0804,Linear,24,Affiliate
O00087685,M0827,Time Decay,3,Search
O00087686,M0440,Time Decay,3,Affiliate
O00087688,M0815,Linear,7,Social
O00087689,M0981,Linear,28,Email
O00087690,M0149,Time Decay,28,Search
O00087692,M0092,First Click,30,Social
O00087694,M0981,First Click,7,Email
O00087697,M0633,Linear,30,Affiliate
O00087699,M0943,Last Click,14,Social
O00087702,M0085,Linear,10,Social
O00087703,M0477,Time Decay,30,Affiliate
O00087704,M0098,First Click,0,Email
O00087705,M0570,Last Click,13,Affiliate
O00087706,M0721,First Click,30,Email
O00087707,M0251,Last Click,0,Search
O00087708,M0314,Time Decay,27,Email
O00087709,M0177,First Click,17,Affiliate
O00087710,M0635,Linear,20,Affiliate
O00087711,M0925,Linear,30,Search
O00087712,M0066,Time Decay,7,Email
O00087713,M0222,First Click,6,Affiliate
O00087714,M0303,Linear,17,Email
O00087715,M0958,Linear,5,Affiliate
O00087716,M0238,Last Click,7,Email
O00087717,M0297,Time Decay,9,Email
O00087718,M0034,First Click,6,Search
O00087719,M0037,Last Click,16,Search
O00087720,M0255,Last Click,24,Email
O00087721,M0359,First Click,11,Affiliate
O00087722,M0056,Time Decay,7,Search
O00087723,M0286,Last Click,26,Affiliate
O00087724,M0492,Time Decay,6,Affiliate
O00087726,M0597,Time Decay,17,Affiliate
O00087727,M0968,Last Click,24,Email
O00087731,M0158,Linear,10,Social
O00087733,M0495,Linear,11,Email
O00087735,M0383,Time Decay,13,Search
O00087736,M0918,Time Decay,27,Email
O00087737,M0002,First Click,17,Email
O00087738,M0577,First Click,26,Email
O00087739,M0574,Last Click,14,Search
O00087740,M0123,Last Click,23,Affiliate
O00087741,M0231,First Click,5,Search
O00087742,M0797,Last Click,29,Affiliate
O00087744,M0833,Linear,7,Search
O00087747,M0063,First Click,5,Email
O00087748,M1000,Linear,24,Social
O00087749,M0733,Time Decay,4,Affiliate
O00087750,M0832,Last Click,19,Affiliate
O00087751,M0999,Linear,22,Affiliate
O00087752,M0912,First Click,1,Social
O00087753,M0632,Linear,30,Affiliate
O00087756,M0934,Last Click,23,Search
O00087757,M0853,Linear,12,Email
O00087758,M0109,Time Decay,0,Social
O00087759,M0920,Time Decay,20,Affiliate
O00087760,M0620,First Click,3,Email
O00087761,M0832,Last Click,21,Affiliate
O00087762,M0170,Linear,17,Search
O00087763,M0987,Linear,24,Search
O00087767,M0772,Last Click,16,Affiliate
O00087768,M0037,Time Decay,15,Search
O00087769,M0095,Linear,4,Email
O00087770,M0599,Time Decay,1,Search
O00087772,M0506,First Click,7,Search
O00087773,M0771,Linear,29,Email
O00087775,M0945,Linear,5,Affiliate
O00087776,M0103,Time Decay,24,Email
O00087777,M0419,First Click,5,Affiliate
O00087778,M0667,First Click,15,Email
O00087779,M0774,First Click,20,Affiliate
O00087782,M0820,First Click,27,Search
O00087785,M0792,Linear,13,Email
O00087786,M0851,Time Decay,8,Email
O00087787,M0986,Linear,4,Email
O00087788,M0135,First Click,10,Search
O00087790,M0417,Time Decay,0,Affiliate
O00087792,M0014,Time Decay,30,Social
O00087793,M0138,Last Click,3,Social
O00087795,M0131,Linear,7,Search
O00087796,M0629,Last Click,30,Social
O00087797,M0044,Time Decay,4,Email
O00087798,M0074,First Click,20,Affiliate
O00087799,M0160,Last Click,29,Email
O00087800,M0565,First Click,16,Search
O00087801,M0784,Linear,16,Search
O00087802,M0093,Time Decay,10,Email
O00087803,M0287,Linear,8,Social
O00087804,M0656,Linear,25,Affiliate
O00087806,M0525,Time Decay,7,Affiliate
O00087808,M0458,Time Decay,22,Affiliate
O00087812,M0603,Time Decay,29,Affiliate
O00087813,M0788,Time Decay,8,Affiliate
O00087814,M0143,First Click,8,Search
O00087815,M0350,Last Click,6,Social
O00087816,M0553,Last Click,24,Social
O00087817,M0715,Time Decay,2,Search
O00087818,M0863,First Click,9,Affiliate
O00087819,M0666,Time Decay,1,Affiliate
O00087820,M0646,Last Click,17,Search
O00087822,M0734,Time Decay,4,Affiliate
O00087823,M0888,Linear,19,Email
O00087825,M0483,Time Decay,8,Email
O00087826,M0942,First Click,4,Affiliate
O00087828,M0006,Last Click,5,Email
O00087829,M0498,Time Decay,25,Email
O00087831,M0303,Linear,16,Email
O00087832,M0351,First Click,25,Search
O00087833,M0352,Linear,20,Search
O00087835,M0046,Time Decay,29,Social
O00087836,M0915,Last Click,20,Social
O00087838,M0623,Time Decay,16,Search
O00087839,M0824,Linear,9,Social
O00087840,M0851,Last Click,14,Email
O00087841,M0646,First Click,11,Search
O00087844,M0711,Linear,17,Social
O00087846,M0723,First Click,9,Search
O00087848,M0570,Last Click,23,Affiliate
O00087852,M0248,Linear,24,Email
O00087853,M0159,First Click,4,Search
O00087854,M0493,Time Decay,13,Search
O00087855,M0777,Time Decay,9,Email
O00087856,M0024,Linear,6,Email
O00087857,M0134,Linear,17,Affiliate
O00087858,M0394,Linear,4,Social
O00087861,M0314,Linear,8,Email
O00087862,M0001,Last Click,21,Social
O00087863,M0797,Linear,23,Affiliate
O00087864,M0924,Linear,6,Email
O00087866,M0015,First Click,5,Affiliate
O00087868,M0333,Linear,13,Affiliate
O00087869,M0621,Time Decay,22,Email
O00087870,M0176,Time Decay,7,Email
O00087871,M0660,Linear,15,Social
O00087872,M0668,First Click,11,Social
O00087873,M0738,Linear,28,Email
O00087875,M0877,Time Decay,8,Affiliate
O00087878,M0614,First Click,19,Affiliate
O00087880,M0781,Last Click,7,Social
O00087882,M0659,Last Click,16,Email
O00087883,M0720,Linear,0,Social
O00087885,M0860,Time Decay,22,Search
O00087886,M0998,Linear,5,Search
O00087889,M0950,Last Click,8,Social
O00087890,M0882,Time Decay,0,Social
O00087891,M0578,Last Click,26,Affiliate
O00087892,M0351,Time Decay,10,Search
O00087893,M0215,Time Decay,8,Email
O00087894,M0684,Last Click,0,Search
O00087896,M0329,Time Decay,23,Email
O00087897,M0611,Time Decay,17,Social
O00087899,M0393,Linear,5,Affiliate
O00087900,M0028,Linear,3,Search
O00087901,M0531,Linear,12,Email
O00087902,M0513,Last Click,26,Affiliate
O00087906,M0378,Linear,26,Social
O00087907,M0930,First Click,13,Social
O00087908,M0382,Time Decay,24,Social
O00087910,M0630,Last Click,16,Social
O00087911,M0888,Time Decay,10,Email
O00087913,M0792,Time Decay,10,Email
O00087915,M0200,Last Click,26,Email
O00087919,M0086,First Click,22,Affiliate
O00087920,M0180,First Click,26,Social
O00087921,M0875,Linear,22,Search
O00087923,M0246,Linear,29,Search
O00087924,M0622,First Click,22,Email
O00087928,M0361,Last Click,11,Email
O00087929,M0068,Time Decay,14,Email
O00087930,M0764,Time Decay,22,Email
O00087932,M0042,Time Decay,25,Email
O00087933,M0404,Linear,2,Social
O00087934,M0281,Linear,1,Email
O00087936,M0357,First Click,30,Search
O00087937,M0188,First Click,7,Search
O00087938,M0956,Linear,4,Social
O00087939,M0520,Linear,3,Email
O00087940,M0426,Linear,30,Affiliate
O00087944,M0873,Linear,13,Social
O00087945,M0013,Last Click,23,Search
O00087946,M0906,Time Decay,14,Social
O00087947,M0341,Last Click,30,Search
O00087949,M0583,Linear,30,Social
O00087950,M0650,Linear,15,Affiliate
O00087951,M0782,First Click,0,Search
O00087953,M0158,First Click,19,Social
O00087955,M0229,Linear,15,Social
O00087956,M0114,First Click,2,Affiliate
O00087958,M0576,Time Decay,19,Affiliate
O00087959,M0231,Time Decay,18,Search
O00087960,M0196,Linear,9,Search
O00087961,M0907,Time Decay,10,Email
O00087963,M0707,Last Click,29,Email
O00087964,M0010,Time Decay,28,Search
O00087966,M0573,Linear,3,Email
O00087967,M0403,Linear,6,Search
O00087968,M0083,Time Decay,11,Search
O00087969,M0182,First Click,21,Affiliate
O00087972,M0796,Linear,23,Email
O00087973,M0773,Last Click,15,Email
O00087977,M0048,Linear,5,Email
O00087978,M0681,Last Click,14,Search
O00087979,M0128,Last Click,26,Search
O00087981,M0762,Time Decay,11,Email
O00087982,M0849,Last Click,23,Social
O00087983,M0251,First Click,25,Search
O00087984,M0812,Time Decay,2,Affiliate
O00087986,M0281,Last Click,7,Email
O00087989,M0504,First Click,12,Email
O00087990,M0324,Linear,3,Search
O00087992,M0988,Time Decay,30,Social
O00087993,M0005,Last Click,19,Email
O00087994,M0669,Last Click,28,Social
O00087995,M0239,Time Decay,15,Social
O00087996,M0486,Time Decay,26,Social
O00087997,M0683,First Click,18,Email
O00087998,M0326,Time Decay,3,Email
O00087999,M0320,Time Decay,16,Email
O00088000,M0386,Linear,4,Search
O00088003,M0019,First Click,9,Search
O00088004,M0584,Time Decay,8,Social
O00088005,M0112,Last Click,29,Search
O00088007,M0078,Time Decay,30,Affiliate
O00088008,M0960,Last Click,20,Affiliate
O00088009,M0800,Linear,26,Email
O00088011,M0141,Time Decay,5,Social
O00088013,M0369,First Click,18,Social
O00088014,M0358,First Click,23,Email
O00088015,M0473,Last Click,25,Social
O00088016,M0562,Time Decay,22,Email
O00088017,M0079,Last Click,7,Email
O00088019,M0512,Linear,19,Affiliate
O00088020,M0827,Last Click,0,Search
O00088021,M0509,Time Decay,22,Search
O00088022,M0988,Linear,2,Social
O00088024,M0823,Linear,8,Affiliate
O00088025,M0660,First Click,11,Social
O00088026,M0009,Linear,11,Social
O00088027,M0860,Time Decay,24,Search
O00088028,M0231,First Click,22,Search
O00088029,M0288,Linear,27,Social
O00088033,M0350,Time Decay,15,Social
O00088035,M0945,Time Decay,23,Affiliate
O00088039,M0893,Last Click,4,Email
O00088040,M0954,Linear,1,Search
O00088042,M0139,Last Click,11,Social
O00088043,M0513,Last Click,28,Affiliate
O00088045,M0324,First Click,12,Search
O00088047,M0098,Linear,4,Email
O00088048,M0214,First Click,22,Search
O00088049,M0117,Linear,26,Social
O00088051,M0694,Time Decay,22,Email
O00088053,M0189,First Click,13,Social
O00088054,M0642,Last Click,10,Search
O00088055,M0529,Time Decay,22,Search
O00088057,M0192,Time Decay,23,Search
O00088059,M0606,First Click,9,Social
O00088060,M0066,Last Click,28,Email
O00088061,M0535,Last Click,22,Affiliate
O00088062,M0998,Linear,28,Search
O00088063,M0786,Linear,11,Email
O00088064,M0914,Linear,30,Affiliate
O00088065,M0971,Last Click,17,Affiliate
O00088066,M0810,Linear,17,Search
O00088067,M0023,Last Click,14,Affiliate
O00088068,M0128,First Click,30,Search
O00088069,M0987,Last Click,23,Search
O00088070,M0161,Last Click,10,Email
O00088071,M0119,Time Decay,26,Email
O00088072,M0592,Linear,4,Affiliate
O00088076,M0174,Linear,14,Email
O00088077,M0713,Linear,1,Email
O00088078,M0106,Time Decay,26,Search
O00088081,M0827,Time Decay,19,Search
O00088082,M0348,Last Click,26,Affiliate
O00088083,M0062,Linear,17,Social
O00088084,M0817,Linear,28,Social
O00088085,M0854,Linear,4,Affiliate
O00088086,M0528,Last Click,26,Search
O00088087,M0305,First Click,22,Social
O00088088,M0996,Linear,12,Email
O00088093,M0333,First Click,23,Affiliate
O00088094,M0232,Linear,27,Social
O00088095,M0098,First Click,25,Email
O00088096,M0491,Last Click,4,Affiliate
O00088097,M0787,Time Decay,0,Search
O00088099,M0156,Last Click,26,Search
O00088101,M0119,Last Click,20,Email
O00088102,M0605,Last Click,3,Social
O00088104,M0722,Time Decay,14,Search
O00088106,M0412,Time Decay,20,Social
O00088107,M0123,First Click,20,Affiliate
O00088108,M0319,Last Click,13,Email
O00088109,M0193,First Click,28,Email
O00088111,M0986,Time Decay,2,Email
O00088112,M0650,Last Click,1,Affiliate
O00088113,M0119,Time Decay,25,Email
O00088116,M0190,Last Click,0,Affiliate
O00088117,M0776,First Click,29,Social
O00088118,M0651,Time Decay,0,Search
O00088119,M0759,Last Click,25,Affiliate
O00088120,M0609,Time Decay,27,Email
O00088121,M0164,First Click,4,Search
O00088123,M0932,First Click,16,Social
O00088124,M0584,Time Decay,14,Social
O00088125,M0712,Linear,26,Affiliate
O00088127,M0413,Linear,7,Social
O00088129,M0254,Time Decay,13,Email
O00088130,M0079,Linear,28,Email
O00088131,M0136,Last Click,23,Affiliate
O00088133,M0257,Linear,23,Social
O00088134,M0283,First Click,22,Email
O00088136,M0944,Time Decay,11,Email
O00088137,M0166,First Click,18,Affiliate
O00088138,M0124,Linear,6,Social
O00088140,M0933,Time Decay,13,Email
O00088141,M0083,Linear,11,Search
O00088142,M0447,Time Decay,28,Social
O00088143,M0279,First Click,23,Social
O00088145,M0070,Linear,17,Social
O00088147,M0182,First Click,19,Affiliate
O00088148,M0212,First Click,24,Affiliate
O00088150,M0345,Last Click,11,Social
O00088152,M0018,First Click,5,Affiliate
O00088154,M0314,Time Decay,22,Email
O00088155,M0258,Last Click,8,Email
O00088156,M0311,Linear,23,Affiliate
O00088157,M0119,First Click,10,Email
O00088158,M0637,First Click,13,Affiliate
O00088159,M0181,Last Click,22,Search
O00088160,M0291,First Click,29,Affiliate
O00088161,M0880,First Click,5,Email
O00088162,M0078,First Click,18,Affiliate
O00088163,M0459,Time Decay,10,Affiliate
O00088166,M0132,Last Click,6,Social
O00088167,M0133,Linear,27,Email
O00088168,M0789,Last Click,0,Email
O00088169,M0403,First Click,4,Search
O00088172,M0763,Last Click,24,Affiliate
O00088173,M0186,Time Decay,16,Affiliate
O00088175,M0544,Last Click,0,Affiliate
O00088177,M0115,Time Decay,10,Social
O00088178,M0686,Linear,15,Search
O00088179,M0976,Time Decay,9,Social
O00088180,M0790,Last Click,17,Social
O00088181,M0179,Time Decay,17,Social
O00088182,M0769,Linear,25,Email
O00088183,M0198,Time Decay,30,Email
O00088184,M0860,Time Decay,2,Search
O00088185,M0478,Time Decay,22,Search
O00088189,M0109,Linear,24,Social
O00088192,M0443,Time Decay,2,Affiliate
O00088193,M0927,Last Click,6,Affiliate
O00088194,M0051,Last Click,19,Search
O00088195,M0884,First Click,9,Email
O00088197,M0725,Last Click,5,Affiliate
O00088198,M0696,Time Decay,16,Search
O00088199,M0437,First Click,20,Email
O00088200,M0608,Time Decay,21,Search
O00088202,M0518,Time Decay,1,Search
O00088204,M0758,Time Decay,24,Email
O00088205,M0953,Linear,17,Social
O00088206,M0345,Time Decay,15,Social
O00088207,M0851,First Click,1,Email
O00088208,M0010,Last Click,7,Search
O00088209,M0508,Last Click,12,Affiliate
O00088211,M0199,Time Decay,7,Affiliate
O00088212,M0854,Linear,4,Affiliate
O00088213,M0795,Linear,20,Search
O00088215,M0304,Last Click,25,Affiliate
O00088217,M0332,Linear,18,Email
O00088218,M0603,Linear,23,Affiliate
O00088219,M0416,Last Click,28,Social
O00088220,M0877,First Click,2,Affiliate
O00088221,M0547,Time Decay,24,Affiliate
O00088223,M0836,First Click,21,Social
O00088224,M0257,Time Decay,2,Social
O00088225,M0528,Time Decay,8,Search
O00088227,M0261,First Click,3,Email
O00088228,M0915,Last Click,9,Social
O00088229,M0811,First Click,14,Affiliate
O00088230,M0497,First Click,7,Email
O00088231,M0197,Linear,0,Social
O00088232,M0814,First Click,28,Social
O00088233,M0168,Time Decay,10,Social
O00088234,M0583,Last Click,22,Social
O00088236,M0130,Time Decay,0,Social
O00088237,M0324,Time Decay,10,Search
O00088238,M0573,Linear,25,Email
O00088239,M0399,Linear,7,Affiliate
O00088240,M0916,Linear,13,Email
O00088241,M0227,Linear,12,Email
O00088242,M0629,Time Decay,19,Social
O00088243,M0840,First Click,1,Social
O00088244,M0252,Linear,3,Affiliate
O00088246,M0957,Last Click,24,Social
O00088248,M0638,Last Click,16,Affiliate
O00088249,M0184,Linear,21,Affiliate
O00088250,M0086,Time Decay,5,Affiliate
O00088251,M0351,Linear,26,Search
O00088252,M0524,Linear,3,Search
O00088253,M0440,First Click,2,Affiliate
O00088254,M0393,Time Decay,13,Affiliate
O00088255,M0116,Last Click,4,Email
O00088256,M0076,Linear,15,Affiliate
O00088257,M0920,Linear,11,Affiliate
O00088258,M0864,First Click,11,Search
O00088260,M0251,Last Click,7,Search
O00088261,M0967,Linear,30,Search
O00088263,M0668,First Click,2,Social
O00088265,M0017,Time Decay,1,Affiliate
O00088266,M0374,First Click,17,Social
O00088267,M0100,Linear,15,Affiliate
O00088268,M0814,Linear,30,Social
O00088269,M0846,Time Decay,18,Affiliate
O00088273,M0500,Last Click,4,Email
O00088274,M0472,First Click,8,Social
O00088275,M0467,Linear,11,Affiliate
O00088276,M0615,Linear,5,Search
O00088277,M0264,Linear,30,Social
O00088278,M0822,First Click,2,Email
O00088280,M0326,Last Click,26,Email
O00088281,M0663,Linear,23,Search
O00088282,M0532,Linear,29,Search
O00088283,M0518,First Click,10,Search
O00088285,M0389,Last Click,30,Search
O00088286,M0153,First Click,14,Search
O00088290,M0276,Time Decay,28,Social
O00088291,M0235,Linear,9,Social
O00088292,M0208,Last Click,13,Email
O00088293,M0726,Linear,3,Email
O00088294,M0370,Time Decay,21,Affiliate
O00088295,M0188,Linear,16,Search
O00088296,M0866,Last Click,12,Affiliate
O00088298,M0488,Linear,10,Affiliate
O00088300,M0565,Time Decay,1,Search
O00088301,M0377,First Click,13,Search
O00088303,M0927,Linear,1,Affiliate
O00088304,M0268,Last Click,9,Social
O00088305,M0737,Time Decay,27,Email
O00088306,M0443,Linear,19,Affiliate
O00088307,M0427,Last Click,9,Affiliate
O00088308,M0079,Last Click,22,Email
O00088309,M0230,First Click,18,Email
O00088311,M0959,First Click,17,Affiliate
O00088313,M0355,Last Click,20,Email
O00088314,M0821,Time Decay,14,Search
O00088316,M0963,Linear,9,Affiliate
O00088320,M0155,Linear,1,Email
O00088322,M0644,Last Click,10,Affiliate
O00088323,M0895,Time Decay,12,Email
O00088324,M0941,Linear,15,Social
O00088325,M0164,Time Decay,9,Search
O00088326,M0814,Linear,30,Social
O00088329,M0746,Linear,7,Affiliate
O00088330,M0552,Last Click,7,Social
O00088335,M0458,Last Click,17,Affiliate
O00088336,M0438,First Click,9,Search
O00088338,M0102,Time Decay,16,Search
O00088340,M0965,Last Click,15,Search
O00088341,M0620,Linear,23,Email
O00088344,M0765,Linear,8,Social
O00088345,M0842,Linear,30,Email
O00088346,M0358,Last Click,9,Email
O00088347,M0403,Last Click,17,Search
O00088349,M0604,Time Decay,29,Affiliate
O00088350,M0887,Time Decay,29,Affiliate
O00088353,M0841,Last Click,16,Search
